3月7日現在,,,,
銘柄コード,銘柄名,上場グループ種別,売買単位,貸借区分
3393,スターティア,市場第一部（内国株）,100,貸借銘柄
3394,Ｍ－ＮＶＣ,マザーズ（内国株）,100,制度信用銘柄
3395,サンマルクＨＤ,市場第一部（内国株）,100,貸借銘柄
3396,フェリシモ,市場第一部（内国株）,100,制度信用銘柄
3397,トリドール,市場第一部（内国株）,100,貸借銘柄
3398,クスリのアオキ,市場第一部（内国株）,100,貸借銘柄
3399,Ｊ－山岡家,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3401,帝人,市場第一部（内国株）,1000,貸借銘柄
3402,東レ,市場第一部（内国株）,1000,貸借銘柄
3405,クラレ,市場第一部（内国株）,100,貸借銘柄
3407,旭化成,市場第一部（内国株）,1000,貸借銘柄
3408,サカイオーベ,市場第一部（内国株）,1000,貸借銘柄
3409,北日本紡績,市場第二部（内国株）,1000,制度信用銘柄
3415,Ｍ－ＳＴＵＤＩＯＵＳ,マザーズ（内国株）,100,制度信用銘柄
3416,Ｍ－ピクスタ,マザーズ（内国株）,100,制度信用銘柄
3417,Ｊ－大木ヘルスケア,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3418,Ｍ－バルニバービ,マザーズ（内国株）,100,制度信用銘柄
3420,ケー・エフ・シー,市場第二部（内国株）,100,制度信用銘柄
3421,稲葉製作,市場第一部（内国株）,100,制度信用銘柄
3423,Ｊ－エスイー,JASDAQスタンダード（内国株式）,100,貸借銘柄
3424,Ｊ－ミヤコ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3426,Ｊ－アトムリビン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3431,宮地エンジ,市場第一部（内国株）,1000,貸借銘柄
3433,トーカロ,市場第一部（内国株）,100,制度信用銘柄
3434,アルファＣｏ,市場第一部（内国株）,100,制度信用銘柄
3435,サンコーテクノ,市場第二部（内国株）,100,制度信用銘柄
3436,ＳＵＭＣＯ,市場第一部（内国株）,100,貸借銘柄
3437,Ｊ－特殊電極,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3439,Ｊ－三ツ知,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3441,Ｊ－山王,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3443,川田ＴＥＣＨ,市場第一部（内国株）,100,貸借銘柄
3444,Ｊ－菊池製作所,JASDAQスタンダード（内国株式）,100,貸借銘柄
3445,Ｍ－ＲＳＴＥＣＨ,マザーズ（内国株）,100,制度信用銘柄
3451,Ｒ－トーセイ・リート,投資証券,1,制度信用銘柄
3452,Ｍ－ビーロット,マザーズ（内国株）,100,制度信用銘柄
3453,Ｒ－ケネディクス商業,投資証券,1,制度信用銘柄
3454,Ｍ－Ｆブラザーズ,マザーズ（内国株）,100,制度信用銘柄
3455,Ｒ－ＨＣＭ,投資証券,1,制度信用銘柄
3457,Ｍ－ハウスドゥ,マザーズ（内国株）,100,制度信用銘柄
3458,シーアールイー,市場第二部（内国株）,100,制度信用銘柄
3459,Ｒ－サムティレジ,投資証券,1,制度信用銘柄
3460,Ｒ－シニアリビング,投資証券,1,制度信用銘柄
3461,Ｍ－パルマ,マザーズ（内国株）,100,制度信用銘柄
3462,Ｒ－ＮＭＦ,投資証券,1,貸借銘柄
3463,Ｒ－いちごホテル,投資証券,1,制度信用銘柄
3464,Ｊ－プロパティＡ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3465,ケイアイスター不動産,市場第二部（内国株）,100,制度信用銘柄
3466,Ｒ－ラサールロジ,投資証券,1,制度信用銘柄
3501,住江織物,市場第一部（内国株）,1000,貸借銘柄
3512,日フエルト,市場第一部（内国株）,100,制度信用銘柄
3513,イチカワ,市場第一部（内国株）,1000,制度信用銘柄
3515,Ｊ－フジコー,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
3521,エコナックＨＤ,市場第一部（内国株）,1000,貸借銘柄
3524,日東網,市場第一部（内国株）,1000,制度信用銘柄
3526,芦森工,市場第一部（内国株）,1000,貸借銘柄
3528,プロスペクト,市場第二部（内国株）,1000,制度信用銘柄
3529,アツギ,市場第一部（内国株）,1000,貸借銘柄
3536,Ｊ－アクサスＨＤ,JASDAQスタンダード（内国株式）,100,非制度信用銘柄
3551,ダイニック,市場第一部（内国株）,1000,制度信用銘柄
3553,共和レザー,市場第一部（内国株）,100,貸借銘柄
3569,セーレン,市場第一部（内国株）,100,貸借銘柄
3571,ソトー,市場第二部（内国株）,100,貸借銘柄
3577,東海染工,市場第一部（内国株）,1000,制度信用銘柄
3578,倉庫精練,市場第二部（内国株）,1000,制度信用銘柄
3580,小松精練,市場第一部（内国株）,100,貸借銘柄
3583,オーベクス,市場第二部（内国株）,1000,制度信用銘柄
3591,ワコールＨＤ,市場第一部（内国株）,1000,貸借銘柄
3593,ホギメディ,市場第一部（内国株）,100,貸借銘柄
3597,自重堂,市場第二部（内国株）,1000,制度信用銘柄
3598,山喜,市場第二部（内国株）,100,制度信用銘柄
3600,フジックス,市場第二部（内国株）,1000,制度信用銘柄
3604,川本産業,市場第二部（内国株）,100,制度信用銘柄
3606,レナウン,市場第一部（内国株）,100,貸借銘柄
3607,クラウディア,市場第一部（内国株）,100,制度信用銘柄
3608,ＴＳＩ　ＨＤ,市場第一部（内国株）,100,貸借銘柄
3622,Ｍ－ネットイヤー,マザーズ（内国株）,100,制度信用銘柄
3623,Ｍ－ＢＳ,マザーズ（内国株）,100,制度信用銘柄
3624,Ｍ－アクセルＭ,マザーズ（内国株）,100,制度信用銘柄
3625,Ｊ－テックファーム,JASDAQグロース（内国株式）,100,制度信用銘柄
3626,ＩＴＨＤ,市場第一部（内国株）,100,貸借銘柄
3627,ネオス,市場第一部（内国株）,100,貸借銘柄
3628,Ｍ－データＨＲ,マザーズ（内国株）,100,制度信用銘柄
3630,電算システム,市場第一部（内国株）,100,貸借銘柄
3632,グリー,市場第一部（内国株）,100,貸借銘柄
3633,Ｊ－ＧＭＯペパボ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3634,Ｍ－ソケッツ,マザーズ（内国株）,100,制度信用銘柄
3635,コーエーテクモ,市場第一部（内国株）,100,貸借銘柄
3636,三菱総研,市場第一部（内国株）,100,貸借銘柄
3639,ボルテージ,市場第一部（内国株）,100,貸借銘柄
3640,電算,市場第一部（内国株）,100,貸借銘柄
3641,Ｊ－パピレス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3645,Ｍ－ＪＭＮＣ,マザーズ（内国株）,100,貸借銘柄
3646,Ｍ－駅探,マザーズ（内国株）,100,制度信用銘柄
3647,ジー・スリーＨＤ,市場第二部（内国株）,100,制度信用銘柄
3648,ＡＧＳ,市場第一部（内国株）,100,貸借銘柄
3649,ファインデックス,市場第一部（内国株）,100,制度信用銘柄
3652,Ｍ－ＤＭＰ,マザーズ（内国株）,100,制度信用銘柄
3653,Ｍ－モルフォ,マザーズ（内国株）,100,制度信用銘柄
3654,ヒトコム,市場第一部（内国株）,100,制度信用銘柄
3655,ブレインパッド,市場第一部（内国株）,100,貸借銘柄
3656,ＫＬａｂ,市場第一部（内国株）,100,制度信用銘柄
3657,ポールＨＤ,市場第一部（内国株）,100,貸借銘柄
3658,イーブック,市場第一部（内国株）,100,制度信用銘柄
3659,ネクソン,市場第一部（内国株）,100,貸借銘柄
3660,アイスタイル,市場第一部（内国株）,100,制度信用銘柄
3661,エムアップ,市場第一部（内国株）,100,貸借銘柄
3662,エイチーム,市場第一部（内国株）,100,貸借銘柄
3663,アートスパーク,市場第二部（内国株）,100,制度信用銘柄
3664,Ｍ－モブキャス,マザーズ（内国株）,100,貸借銘柄
3665,Ｍ－エニグモ,マザーズ（内国株）,100,貸借銘柄
3666,テクノスジャパン,市場第一部（内国株）,100,制度信用銘柄
3667,ｅｎｉｓｈ,市場第一部（内国株）,100,貸借銘柄
3668,コロプラ,市場第一部（内国株）,100,貸借銘柄
3669,モバクリ,市場第一部（内国株）,100,貸借銘柄
3670,Ｊ－協立情報通信,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3671,Ｍ－ソフトＭＡＸ,マザーズ（内国株）,100,制度信用銘柄
3672,オルトプラス,市場第一部（内国株）,100,制度信用銘柄
3673,ブロドリーフ,市場第一部（内国株）,100,貸借銘柄
3674,Ｍ－オークファン,マザーズ（内国株）,100,貸借銘柄
3675,Ｍ－クロスマーケ,マザーズ（内国株）,100,制度信用銘柄
3676,ＨＵＧ,市場第一部（内国株）,100,貸借銘柄
3677,Ｊ－システム情報,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3678,メディアドゥ,市場第一部（内国株）,100,貸借銘柄
3679,Ｍ－じげん,マザーズ（内国株）,100,貸借銘柄
3680,Ｍ－ホットリンク,マザーズ（内国株）,100,貸借銘柄
3681,ブイキューブ,市場第一部（内国株）,100,貸借銘柄
3682,Ｍ－エンカレッジ,マザーズ（内国株）,100,制度信用銘柄
3683,サイバーリンクス,市場第一部（内国株）,100,貸借銘柄
3685,Ｍ－みんなのＷＥＤ,マザーズ（内国株）,100,貸借銘柄
3686,Ｍ－ＤＬＥ,マザーズ（内国株）,100,貸借銘柄
3687,Ｍ－フィックスターズ,マザーズ（内国株）,100,制度信用銘柄
3688,ＶＯＹＡＧＥ,市場第一部（内国株）,100,貸借銘柄
3689,Ｍ－イグニス,マザーズ（内国株）,100,制度信用銘柄
3690,Ｍ－ロックオン,マザーズ（内国株）,100,制度信用銘柄
3691,Ｍ－リアルワールド,マザーズ（内国株）,100,制度信用銘柄
3692,Ｍ－ＦＦＲＩ,マザーズ（内国株）,100,貸借銘柄
3694,オプティム,市場第一部（内国株）,100,制度信用銘柄
3695,Ｍ－ＧＭＯリサーチ,マザーズ（内国株）,100,制度信用銘柄
3696,Ｍ－セレス,マザーズ（内国株）,100,制度信用銘柄
3697,Ｍ－ＳＨＩＦＴ,マザーズ（内国株）,100,制度信用銘柄
3698,Ｍ－ＣＲＩ・ＭＷ,マザーズ（内国株）,100,制度信用銘柄
3708,特種東海,市場第一部（内国株）,1000,貸借銘柄
3710,Ｊ－ジョルダン,JASDAQスタンダード（内国株式）,100,貸借銘柄
3711,Ｊ－創通,JASDAQスタンダード（内国株式）,100,貸借銘柄
3712,情報企画,市場第二部（内国株）,100,貸借銘柄
3719,Ｊ－ジェクシード,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3723,Ｍ－ファルコム,マザーズ（内国株）,100,制度信用銘柄
3724,ベリサーブ,市場第一部（内国株）,100,貸借銘柄
3726,フォーシーズＨＤ,市場第二部（内国株）,100,制度信用銘柄
3727,Ｍ－ＡＰＬＩＸ,マザーズ（内国株）,100,制度信用銘柄
3733,Ｊ－ソフトウェアＳ,JASDAQスタンダード（内国株式）,100,貸借銘柄
3734,Ｍ－インテアＨＤ,マザーズ（内国株）,100,制度信用銘柄
3738,ティーガイア,市場第一部（内国株）,100,貸借銘柄
3741,Ｊ－セック,JASDAQスタンダード（内国株式）,100,貸借銘柄
3742,Ｍ－ＩＴＢＯＯＫ,マザーズ（内国株）,100,制度信用銘柄
3744,サイオス,市場第二部（内国株）,100,貸借銘柄
3747,インタートレード,市場第二部（内国株）,100,貸借銘柄
3750,セブンシーズ,市場第二部（内国株）,100,制度信用銘柄
3751,ＪＡＧ,市場第一部（内国株）,100,貸借銘柄
3753,フライト,市場第二部（内国株）,100,制度信用銘柄
3754,Ｊ－エキサイト,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3756,豆蔵ＨＤ,市場第一部（内国株）,100,制度信用銘柄
3758,Ｊ－アエリア,JASDAQスタンダード（内国株式）,100,貸借銘柄
3760,Ｊ－ケイブ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3762,テクマト,市場第一部（内国株）,100,貸借銘柄
3763,Ｊ－プロシップ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3765,ガンホー,市場第一部（内国株）,100,貸借銘柄
3766,Ｊ－システムズＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3768,Ｊ－リスクモンスター,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3769,ＧＭＯＰＧ,市場第一部（内国株）,100,貸借銘柄
3770,ザッパラス,市場第一部（内国株）,100,制度信用銘柄
3771,Ｊ－システムリサーチ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3772,Ｍ－ウェルス,マザーズ（内国株）,100,制度信用銘柄
3773,Ｍ－ＡＭＩ,マザーズ（内国株）,100,制度信用銘柄
3774,ＩＩＪ,市場第一部（内国株）,100,制度信用銘柄
3776,Ｊ－ＢＢタワー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3777,Ｊ－ジオネクスト,JASDAQグロース（内国株式）,100,制度信用銘柄
3778,さくらインターネット,市場第一部（内国株）,100,貸借銘柄
3779,Ｊ－Ｊ・エスコムＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3782,Ｍ－ＤＤＳ,マザーズ（内国株）,100,制度信用銘柄
3784,Ｊ－ヴィンクス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3785,Ｍ－エイティンク,マザーズ（内国株）,100,制度信用銘柄
3787,Ｍ－テクノマセ,マザーズ（内国株）,100,制度信用銘柄
3788,ＧＭＯクラウド,市場第一部（内国株）,100,貸借銘柄
3791,Ｊ－ＩＧポート,JASDAQスタンダード（内国株式）,100,貸借銘柄
3793,Ｍ－ドリコム,マザーズ（内国株）,100,制度信用銘柄
3794,ＮＤソフトウェア,市場第二部（内国株）,100,貸借銘柄
3796,Ｍ－い生活,マザーズ（内国株）,100,貸借銘柄
3798,Ｊ－ＵＬＳグループ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3799,キーウェア,市場第二部（内国株）,100,制度信用銘柄
3800,Ｊ－ユニリタ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3803,Ｊ－イメージ情,JASDAQグロース（内国株式）,100,制度信用銘柄
3804,Ｊ－システム　ディ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3807,Ｊ－フィスコ,JASDAQグロース（内国株式）,100,貸借銘柄
3810,Ｍ－サイバーＳ,マザーズ（内国株）,100,制度信用銘柄
3814,Ｊ－アルファクスＦＳ,JASDAQグロース（内国株式）,100,制度信用銘柄
3815,Ｍ－メディア,マザーズ（内国株）,100,制度信用銘柄
3816,Ｊ－大和コン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
3817,ＳＲＡＨＤ,市場第一部（内国株）,100,制度信用銘柄
3822,Ｍｉｎｏｒｉ,市場第一部（内国株）,100,制度信用銘柄
3823,Ｍ－アクロデア,マザーズ（内国株）,100,制度信用銘柄
