約定日	銘柄	コード	市場	取引	約定数量	約定単価	手数料/諸経費等	税額	受渡日	受渡金額/決済損益	特例	外貨建て金額	為替レート
2013/3/26	アマゾン ドットコム	AMZN	NASDAQ	株式現物買	35	258.0000USD			2013/3/29	860796	米国株式	9,056.25	95.05
2013/4/2	アークランドサービス	3085	JASDAQ	株式現物買	100	1990	185	9	2013/4/5	199194			
2013/4/3	グリー	3632	東証	株式現物売	500	1090	487	24	2013/4/8	544489			
2013/4/10	三菱商事	8058	東証	信用新規買	100	1793	143	7	2013/4/15	--			
2013/4/19	ゲンダイエージェンシー	2411	JASDAQ	株式現物買	600	586	272	13	2013/4/24	351885			
2013/4/25	デジタルハーツ	3620	東証	株式現物売	100	2250	272	13	2013/5/1	224715			
2013/4/30	ハブ	3030	JASDAQ	株式現物買	1	404000	272	13	2013/5/7	404285			
2013/5/9	アムスク	7468	JASDAQ	株式現物買	100	300	18	--	2013/5/14	30018			
2013/5/9	アムスク	7468	JASDAQ	株式現物買	1400	299	254	13	2013/5/14	418867			
2013/5/9	ハブ	3030	JASDAQ	株式現物売	1	411500	272	13	2013/5/14	411215			
2013/5/10	チムニー	3178	東証	株式現物買	500	1004	487	24	2013/5/15	502511			
2013/5/10	アークランドサービス	3085	JASDAQ	株式現物売	200	2500	272	13	2013/5/15	499715			
2013/5/16	アークランドサービス	3085	JASDAQ	株式現物売	900	2500	921	46	2013/5/21	2249033			
2013/5/17	ダイオーズ	4653	東証	株式現物買	100	730	90	4	2013/5/22	73094			
2013/5/17	ダイオーズ	4653	東証	株式現物買	200	735	182	9	2013/5/22	147191			
2013/5/17	マツヤ	7452	JASDAQ	株式現物買	100	548	139	6	2013/5/22	54945			
2013/5/17	三菱商事	8058	東証	信用返済売	100	1895	913	14	2013/5/22	9273			
2013/5/22	アークランドサービス	3085	JASDAQ	株式現物買	200	2450	272	13	2013/5/27	490285			
2013/5/23	アークランドサービス	3085	JASDAQ	株式現物買	100	2340	135	6	2013/5/28	234141			
2013/5/23	アークランドサービス	3085	JASDAQ	株式現物買	100	2350	137	7	2013/5/28	235144			
2013/5/24	アークランドサービス	3085	JASDAQ	株式現物買	200	2300	272	13	2013/5/29	460285			
2013/5/27	アークランドサービス	3085	JASDAQ	株式現物買	200	2250	272	13	2013/5/30	450285			
2013/5/28	アークランドサービス	3085	JASDAQ	株式現物買	200	2257	272	13	2013/5/31	451685			
2013/5/28	アークランドサカモト	9842	東証	株式現物買	100	1887	185	9	2013/5/31	188894			
2013/6/6	アークランドサービス	3085	JASDAQ	株式現物買	100	2199	135	6	2013/6/11	220041			
2013/6/6	アークランドサービス	3085	JASDAQ	株式現物買	100	2200	137	7	2013/6/11	220144			
2013/6/6	アムスク	7468	JASDAQ	株式現物売	500	305	185	9	2013/6/11	152306			
2013/6/7	アークランドサービス	3085	JASDAQ	株式現物買	200	1920	272	13	2013/6/12	384285			
2013/6/7	アークランドサービス	3085	JASDAQ	株式現物買	200	1800	272	13	2013/6/12	360285			
2013/6/7	アークランドサービス	3085	JASDAQ	株式現物買	400	1799	487	24	2013/6/12	720111			
2013/6/7	日新製糖	2117	東証	株式現物売	200	2051	272	13	2013/6/12	409915			
2013/6/7	ＫＧ情報	2408	JASDAQ	株式現物売	500	421	152	9	2013/6/12	210339			
2013/6/7	ＫＧ情報	2408	JASDAQ	株式現物売	100	422	30	1	2013/6/12	42169			
2013/6/7	ＫＧ情報	2408	JASDAQ	株式現物売	100	423	30	1	2013/6/12	42269			
2013/6/7	ＫＧ情報	2408	JASDAQ	株式現物売	100	430	139	6	2013/6/12	42855			
2013/6/7	ＫＧ情報	2408	JASDAQ	株式現物売	200	420	60	2	2013/6/12	83938			
2013/6/7	ゲンダイエージェンシー	2411	JASDAQ	株式現物売	600	548	272	13	2013/6/12	328515			
2013/6/7	ダイユーエイト	2662	東証	株式現物売	100	590	139	6	2013/6/12	58855			
2013/6/7	チムニー	3178	東証	株式現物売	500	995	272	13	2013/6/12	497215			
2013/6/7	武田薬品工業	4502	東証	株式現物売	100	4290	272	13	2013/6/12	428715			
2013/6/7	ダイオーズ	4653	東証	株式現物売	100	620	61	2	2013/6/12	61937			
2013/6/7	ダイオーズ	4653	東証	株式現物売	200	630	124	7	2013/6/12	125869			
2013/6/7	エーワン精密	6156	JASDAQ	株式現物売	100	2695	272	13	2013/6/12	269215			
2013/6/7	三精輸送機	6357	大証	株式現物売	900	381	189	10	2013/6/12	342701			
2013/6/7	三精輸送機	6357	大証	株式現物売	400	380	83	3	2013/6/12	151914			
2013/6/7	クラリオン	6796	東証	株式現物売	1000	120	185	9	2013/6/12	119806			
2013/6/7	マツヤ	7452	JASDAQ	株式現物売	100	501	139	6	2013/6/12	49955			
2013/6/7	アムスク	7468	JASDAQ	株式現物売	1000	294	272	13	2013/6/12	293715			
2013/6/7	アークランドサカモト	9842	東証	株式現物売	100	1621	185	9	2013/6/12	161906			
2013/6/19	瀧上工業	5918	東証	株式現物買	1000	348	272	13	2013/6/24	348285			
2013/6/26	ニプロ	8086	東証	株式現物売	1000	1125	582	29	2013/7/1	1124389			
2013/7/9	エコス	7520	東証	株式現物売	100	613	139	6	2013/7/12	61155			
2013/7/11	ソフトバンク	9984	東証	株式現物売	100	5700	487	24	2013/7/17	569489			
2013/7/17	ヴィレッジヴァンガードコーポレーション	2769	東証	株式現物買	1	148600	185	9	2013/7/22	148794			
2013/7/22	ヴィレッジヴァンガードコーポレーション	2769	東証	株式現物売	1	142100	185	9	2013/7/25	141906			
2013/7/24	キヤノン	7751	PTS	株式現物売	200	3422	462	23	2013/7/29	683915			
2013/7/25	グルーポン A	GRPN	NASDAQ	株式現物売	350	8.8500USD			2013/7/30	305005	米国株式	3,071.25	99.31
2013/7/29	ステップ	9795	東証	株式現物売	500	892	272	13	2013/8/1	445715			
2013/7/29	ステップ	9795	東証	株式現物売	500	892	272	13	2013/8/1	445715			
2013/7/30	ディー・エヌ・エー	2432	東証	株式現物買	100	1863	185	9	2013/8/2	186494			
2013/8/1	アークランドサービス	3085	東証	株式現物売	100	2070	272	13	2013/8/6	206715			
2013/8/2	アークランドサービス	3085	東証	株式現物売	200	2070	272	13	2013/8/7	413715			
2013/8/5	アークランドサービス	3085	東証	株式現物売	100	2100	272	13	2013/8/8	209715			
2013/8/8	ディー・エヌ・エー	2432	PTS	株式現物売	100	1876	176	8	2013/8/13	187416			
2013/8/9	ディー・エヌ・エー	2432	PTS	株式現物買	200	2013	259	12	2013/8/14	402871			
2013/8/9	きょくとう	2300	東証	株式現物売	100	433	139	6	2013/8/14	43155			
2013/8/9	瀧上工業	5918	東証	株式現物売	1000	418	272	13	2013/8/14	417715			
2013/8/9	マニー	7730	東証	株式現物売	100	3605	272	13	2013/8/14	360215			
2013/8/12	桧家ホールディングス	1413	名証	株式現物買	400	1225	272	13	2013/8/15	490285			
2013/8/13	シーキューブ	1936	名証	株式現物買	1000	423	272	13	2013/8/16	423285			
2013/8/19	ステップ	9795	東証	株式現物売	1300	884	582	29	2013/8/22	1148589			
2013/8/20	ディー・エヌ・エー	2432	PTS	株式現物売	200	2130	259	12	2013/8/23	425729			
2013/8/20	アークランドサービス	3085	東証	株式現物売	300	1980	487	24	2013/8/23	593489			
2013/8/20	アークランドサービス	3085	東証	株式現物売	200	1974	325	16	2013/8/23	394459			
2013/8/20	アークランドサービス	3085	東証	株式現物売	100	1975	162	8	2013/8/23	197330			
2013/8/20	丸紅	8002	PTS	株式現物売	1000	734.8	462	23	2013/8/23	734315			
2013/8/20	三菱商事	8058	東証	株式現物売	300	1867	487	24	2013/8/23	559589			
2013/8/20	三菱ＵＦＪフィナンシャル・グループ	8306	PTS	株式現物売	2000	594.5	553	27	2013/8/23	1188420			
2013/8/20	日本郵船	9101	PTS	株式現物売	2000	293.2	276	13	2013/8/23	586111			
2013/8/20	日本郵船	9101	PTS	株式現物売	2000	293.3	277	14	2013/8/23	586309			
2013/8/20	日本電信電話	9432	PTS	株式現物売	100	4967	259	12	2013/8/23	496429			
2013/8/20	ソフトバンク	9984	PTS	株式現物売	100	6312	462	23	2013/8/23	630715			
2013/8/21	アークランドサービス	3085	東証	株式現物買	100	1900	185	9	2013/8/26	190194			
2013/8/21	クリヤマホールディングス	3355	東証	株式現物買	300	1227	205	10	2013/8/26	368315			
2013/8/21	クリヤマホールディングス	3355	東証	株式現物買	100	1226	67	3	2013/8/26	122670			
2013/8/21	三精輸送機	6357	東証	株式現物買	800	390	182	9	2013/8/26	312191			
2013/8/21	三精輸送機	6357	東証	株式現物買	400	389	90	4	2013/8/26	155694			
2013/8/23	プロトコーポレーション	4298	東証	株式現物買	100	1278	185	9	2013/8/28	127994			
2013/8/23	コロナ	5909	東証	株式現物買	100	1091	185	9	2013/8/28	109294			
2013/8/27	サンコー	6964	東証	株式現物買	3000	300	487	24	2013/8/30	900511			
2013/9/3	一六堂	3366	東証	株式現物買	300	478	81	3	2013/9/6	143484			
2013/9/3	一六堂	3366	東証	株式現物買	300	479	81	3	2013/9/6	143784			
2013/9/3	一六堂	3366	東証	株式現物買	400	480	110	7	2013/9/6	192117			
2013/9/5	アイスタイル	3660	東証	株式現物買	100	522	30	1	2013/9/10	52231			
2013/9/5	アイスタイル	3660	東証	株式現物買	300	524	92	7	2013/9/10	157299			
2013/9/5	アイスタイル	3660	東証	株式現物買	200	518	60	2	2013/9/10	103662			
2013/9/5	アイスタイル	3660	東証	株式現物買	100	520	30	1	2013/9/10	52031			
2013/9/5	アイスタイル	3660	東証	株式現物買	200	523	60	2	2013/9/10	104662			
2013/9/9	クリヤマホールディングス	3355	東証	株式現物売	200	1482	245	14	2013/9/12	296141			
2013/9/9	クリヤマホールディングス	3355	東証	株式現物売	100	1481	121	5	2013/9/12	147974			
2013/9/9	クリヤマホールディングス	3355	東証	株式現物売	100	1480	121	5	2013/9/12	147874			
2013/9/10	日本フェンオール	6870	東証	株式現物買	100	1149	68	3	2013/9/13	114971			
2013/9/10	日本フェンオール	6870	東証	株式現物買	100	1155	68	3	2013/9/13	115571			
2013/9/10	日本フェンオール	6870	東証	株式現物買	200	1145	136	7	2013/9/13	229143			
2013/9/10	光製作所	8191	東証	株式現物買	1000	660	487	24	2013/9/13	660511			
2013/9/10	セゾンバンガードGBF	SVGBF		株式現物買						1110098			
2013/9/10	セゾンバンガードGBF	SVGBF		株式現物売						1197132			
2013/9/30	ＫＡＤＯＫＡＷＡ	9477	PTS	株式現物買	100	3435	259	12	2013/10/3	343771			
2013/10/2	桧家ホールディングス	1413	名証	株式現物売	100	1528	121	5	2013/10/7	152674			
2013/10/2	桧家ホールディングス	1413	名証	株式現物売	100	1527	121	5	2013/10/7	152574			
2013/10/2	桧家ホールディングス	1413	名証	株式現物売	200	1529	245	14	2013/10/7	305541			
2013/10/2	日本フェンオール	6870	東証	株式現物売	100	1258	121	6	2013/10/7	125673			
2013/10/2	日本フェンオール	6870	東証	株式現物売	300	1257	366	18	2013/10/7	376716			
2013/10/2	カスミ	8196	PTS	株式現物売	100	602	132	6	2013/10/7	60062			
2013/10/4	アークランドサービス	3085	東証	株式現物売	100	2180	272	13	2013/10/9	217715			
2013/10/9	桧家ホールディングス	1413	名証	株式現物買	100	1434	92	5	2013/10/15	143497			
2013/10/9	桧家ホールディングス	1413	名証	株式現物買	100	1429	90	4	2013/10/15	142994			
2013/10/9	桧家ホールディングス	1413	名証	株式現物買	100	1431	90	4	2013/10/15	143194			
2013/10/9	スタジオアリス	2305	東証	株式現物買	100	1263	185	9	2013/10/15	126494			
2013/10/9	一六堂	3366	東証	株式現物売	1000	480	272	13	2013/10/15	479715			
2013/10/10	ケーユーホールディングス	9856	東証	株式現物買	400	1165	272	13	2013/10/16	466285			
2013/10/11	ディーブイエックス	3079	東証	株式現物買	100	1865	135	6	2013/10/17	186641			
2013/10/11	ディーブイエックス	3079	東証	株式現物買	100	1866	137	7	2013/10/17	186744			
2013/10/11	ホシデン	6804	東証	株式現物買	900	512	272	13	2013/10/17	461085			
2013/10/17	明光ネットワークジャパン	4668	東証	株式現物買	100	1200	185	9	2013/10/22	120194			
2013/10/17	ケーユーホールディングス	9856	東証	株式現物売	300	1402	365	18	2013/10/22	420217			
2013/10/17	ケーユーホールディングス	9856	東証	株式現物売	100	1406	122	6	2013/10/22	140472			
2013/10/18	ジェイアイエヌ	3046	東証	信用新規売	100	3520	191	9	2013/10/23	--			
2013/10/21	ジェイアイエヌ	3046	東証	信用返済買	100	3680	404	18	2013/10/24	-16422			
2013/10/22	桧家ホールディングス	1413	名証	株式現物売	100	1473	90	4	2013/10/25	147206			
2013/10/22	桧家ホールディングス	1413	名証	株式現物売	200	1472	182	9	2013/10/25	294209			
2013/10/22	アークランドサービス	3085	東証	株式現物売	200	2316	272	13	2013/10/25	462915			
2013/10/22	アークランドサービス	3085	東証	株式現物売	200	2308	272	13	2013/10/25	461315			
2013/10/22	ＫＡＤＯＫＡＷＡ	9477	PTS	株式現物売	100	3315	259	12	2013/10/25	331229			
2013/10/23	アークランドサービス	3085	東証	株式現物売	100	2340	137	7	2013/10/28	233856			
2013/10/23	アークランドサービス	3085	東証	株式現物売	100	2338	135	6	2013/10/28	233659			
2013/10/24	カーリットホールディングス	4275	東証	株式現物買	100	501	139	6	2013/10/29	50245			
2013/10/24	アークランドサービス	3085	東証	株式現物売	100	2372	137	7	2013/10/29	237056			
2013/10/24	アークランドサービス	3085	東証	株式現物売	100	2371	135	6	2013/10/29	236959			
2013/10/25	アークランドサービス	3085	東証	株式現物売	200	2371	272	13	2013/10/30	473915			
2013/10/25	アイスタイル	3660	東証	株式現物売	800	787	433	22	2013/10/30	629145			
2013/10/25	アイスタイル	3660	東証	株式現物売	100	786	54	2	2013/10/30	78544			
2013/10/29	デイトナ	7228	東証	株式現物買	100	803	139	6	2013/11/1	80445			
2013/10/29	アークランドサービス	3085	東証	株式現物売	200	2332	272	13	2013/11/1	466115			
2013/10/30	エーワン精密	6156	東証	株式現物買	100	2959	272	13	2013/11/5	296185			
2013/10/30	小田原機器	7314	東証	株式現物買	400	1010	272	13	2013/11/5	404285			
2013/10/30	アークランドサービス	3085	東証	株式現物売	200	2390	272	13	2013/11/5	477715			
2013/10/30	明光ネットワークジャパン	4668	東証	株式現物売	100	1143	185	9	2013/11/5	114106			
2013/10/31	アークランドサービス	3085	東証	株式現物売	100	2350	135	6	2013/11/6	234859			
2013/10/31	アークランドサービス	3085	東証	株式現物売	100	2353	137	7	2013/11/6	235156			
2013/11/1	ウエツズ	7551	東証	株式現物買	500	678	272	13	2013/11/7	339285			
2013/11/1	アークランドサービス	3085	東証	株式現物売	100	2295	135	6	2013/11/7	229359			
2013/11/1	アークランドサービス	3085	東証	株式現物売	200	2316	272	13	2013/11/7	462915			
2013/11/1	アークランドサービス	3085	東証	株式現物売	100	2296	137	7	2013/11/7	229456			
2013/11/1	デイトナ	7228	東証	株式現物売	100	1001	185	9	2013/11/7	99906			
2013/11/5	日本特殊塗料	4619	東証	株式現物買	200	466	54	2	2013/11/8	93256			
2013/11/5	日本特殊塗料	4619	東証	株式現物買	800	465	218	11	2013/11/8	372229			
2013/11/5	コニシ	4956	東証	株式現物買	200	1959	272	13	2013/11/8	392085			
2013/11/7	パイオン	2799	東証	株式現物買	1900	242	259	13	2013/11/12	460072			
2013/11/7	パイオン	2799	東証	株式現物買	100	241	13	--	2013/11/12	24113			
2013/11/7	日本アンテナ	6930	東証	株式現物買	600	592	272	13	2013/11/12	355485			
2013/11/7	ビジネスブレイン太田昭和	9658	東証	株式現物買	500	908	272	13	2013/11/12	454285			
2013/11/7	日本管財	9728	東証	株式現物買	100	1810	185	9	2013/11/12	181194			
2013/11/8	ビジネスブレイン太田昭和	9658	東証	株式現物買	500	910	272	13	2013/11/13	455285			
2013/11/8	パイオン	2799	東証	株式現物売	200	227	27	1	2013/11/13	45372			
2013/11/8	パイオン	2799	東証	株式現物売	1800	226	245	12	2013/11/13	406543			
2013/11/11	日本特殊塗料	4619	東証	株式現物売	200	568	97	4	2013/11/14	113499			
2013/11/11	日本特殊塗料	4619	東証	株式現物売	400	567	196	11	2013/11/14	226593			
2013/11/11	日本特殊塗料	4619	東証	株式現物売	400	566	194	9	2013/11/14	226197			
2013/11/11	ビジネスブレイン太田昭和	9658	東証	株式現物売	100	852	48	2	2013/11/14	85150			
2013/11/11	ビジネスブレイン太田昭和	9658	東証	株式現物売	400	851	197	11	2013/11/14	340192			
2013/11/11	ビジネスブレイン太田昭和	9658	東証	株式現物売	100	853	48	2	2013/11/14	85250			
